Company,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company
MSI,Gaming,17.3,16,Windows 10,2.43,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.6,512,2048,SSD,HDD,Nvidia
Acer,Notebook,15.6,4,Chrome OS,2.2,Standard,1366,768,No,No,No,Intel,1.5,16,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,Standard,2560,1440,Yes,No,No,Intel,2.6,512,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.67,Full HD,1920,1080,No,No,No,Intel,2.9,256,0,SSD,No,Nvidia
Lenovo,Notebook,17.3,6,Windows 10,2.8,Standard,1600,900,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Asus,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,AMD,2.5,128,1024,SSD,HDD,AMD
Lenovo,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.0,1024,0,HDD,No,Nvidia
Xiaomi,Notebook,15.6,16,No OS,1.95,Full HD,1920,1080,No,Yes,No,Intel,1.8,256,0,SSD,No,Nvidia
HP,Notebook,15.6,8,No OS,1.86,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Apple,Ultrabook,15.4,16,Mac OS X,2.04,Standard,2880,1800,No,Yes,Yes,Intel,2.2,256,0,Flash Storage,No,Intel
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,Full HD,1920,1080,Yes,No,No,Intel,2.7,512,2048,SSD,HDD,Nvidia
Dell,Ultrabook,13.3,16,Windows 10,1.21,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,1024,0,SSD,No,Intel
HP,Netbook,12.5,4,Windows 7,2.4,Standard,1366,768,No,No,No,Intel,2.3,128,0,SSD,No,Intel
Acer,Notebook,15.6,4,Windows 10,2.4,Full HD,1920,1080,No,No,No,Intel,2.4,1024,0,HDD,No,Intel
Lenovo,Ultrabook,14.0,8,Windows 7,1.7,Full HD,1920,1080,No,No,No,Intel,2.6,256,0,SSD,No,Intel
Dell,Gaming,15.6,16,Windows 10,3.21,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Lenovo,Notebook,15.6,6,Windows 10,2.4,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.4,Full HD,1920,1080,No,Yes,No,Intel,1.8,256,0,SSD,No,AMD
HP,Notebook,15.6,8,Windows 10,2.04,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,AMD
MSI,Gaming,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,Quad HD+,3200,1800,Yes,No,No,Intel,1.3,512,0,SSD,No,Intel
Dell,Ultrabook,13.3,4,Windows 10,1.4,Full HD,1920,1080,No,Yes,No,Intel,1.6,256,0,SSD,No,AMD
HP,Notebook,17.3,8,Windows 10,2.63,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
HP,Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,2.4,128,0,SSD,No,Intel
MSI,Gaming,15.6,8,Windows 10,2.4,Full HD,1920,1080,No,No,No,Intel,2.6,128,1024,SSD,HDD,Nvidia
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
HP,Notebook,13.3,8,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Toshiba,Notebook,15.6,16,Windows 10,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.5,512,0,SSD,No,Nvidia
Lenovo,Gaming,17.3,16,Windows 10,4.6,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,1024,SSD,Hybrid,Nvidia
HP,Notebook,15.6,6,Windows 10,2.1,Full HD,1920,1080,No,No,No,AMD,2.7,1024,0,HDD,No,AMD
HP,Notebook,15.6,8,Windows 10,1.91,Standard,1366,768,No,No,No,AMD,2.5,128,0,SSD,No,AMD
Asus,Gaming,17.3,8,Windows 10,3.0,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,HDD,No,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.3,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
Dell,Ultrabook,15.6,8,Windows 10,1.9,Full HD,1920,1080,No,Yes,No,Intel,1.6,128,1024,SSD,HDD,Nvidia
Dell,Notebook,15.6,2,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,1.6,500,0,HDD,No,Intel
Asus,Gaming,17.3,8,Windows 10,3.2,Full HD,1920,1080,No,No,No,AMD,3.0,256,1024,SSD,HDD,AMD
HP,Notebook,14.0,8,Windows 10,1.95,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,1.85,Full HD,1920,1080,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
Acer,Notebook,14.0,4,Chrome OS,1.68,Standard,1366,768,No,No,No,Intel,1.6,32,0,Flash Storage,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.13,Full HD,1920,1080,No,No,No,Intel,1.8,256,0,SSD,No,AMD
HP,Notebook,15.6,8,Windows 10,1.84,Full HD,1920,1080,No,No,No,Intel,2.6,256,0,SSD,No,AMD
Lenovo,Notebook,15.6,8,No OS,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Acer,Notebook,15.6,6,Windows 10,2.1,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,1024,0,HDD,No,Intel
Dell,Gaming,15.6,16,Windows 10,2.62,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Asus,Notebook,15.6,8,Windows 10,2.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,256,1024,SSD,HDD,Nvidia
MSI,Gaming,17.3,16,Windows 10,4.5,Full HD,1920,1080,No,No,No,Intel,2.7,128,1024,SSD,HDD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,1.8,256,0,SSD,No,AMD
Lenovo,Workstation,15.6,8,Windows 10,2.67,Full HD,1920,1080,No,No,No,Intel,2.8,512,0,SSD,No,Nvidia
Dell,Gaming,15.6,16,Windows 10,2.72,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.6,128,1024,SSD,HDD,Nvidia
HP,Notebook,17.3,8,Windows 10,2.63,Standard,1600,900,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
Fujitsu,Notebook,15.6,8,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,Intel
Lenovo,Notebook,14.0,4,Windows 10,1.7,Full HD,1920,1080,No,Yes,No,Intel,2.7,128,0,SSD,No,Intel
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,Full HD,1920,1080,Yes,Yes,No,Intel,2.0,32,0,Flash Storage,No,Intel
HP,Ultrabook,14.0,8,Windows 10,1.54,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,1.6,500,0,HDD,No,Intel
HP,Notebook,14.0,8,Windows 10,2.31,Standard,1366,768,No,No,No,Intel,2.6,256,0,SSD,No,Intel
Asus,Ultrabook,14.0,16,Windows 10,1.1,Full HD,1920,1080,No,No,No,Intel,2.7,512,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,1024,0,HDD,No,Nvidia
Lenovo,Notebook,17.3,8,Windows 10,3.0,Standard,1600,900,No,No,No,Intel,2.3,1024,0,HDD,No,AMD
Lenovo,Notebook,14.0,4,Windows 10,1.44,Standard,1366,768,No,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.5,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,AMD
Lenovo,Notebook,15.6,6,Windows 10,2.4,Full HD,1920,1080,No,No,No,Intel,2.3,128,0,SSD,No,Nvidia
HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,1024,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,Standard,2560,1440,Yes,No,No,Intel,2.7,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
Asus,Notebook,15.6,4,Windows 10,2.0,Standard,1366,768,No,No,No,Intel,1.1,500,0,HDD,No,Intel
Dell,Workstation,15.6,8,Windows 10,2.06,Full HD,1920,1080,Yes,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Asus,Ultrabook,13.3,8,Windows 10,1.2,Full HD,1920,1080,No,Yes,No,Intel,0.9,512,0,SSD,No,Intel
Acer,Notebook,15.6,4,Windows 10,2.4,Standard,1366,768,No,No,No,AMD,2.2,500,0,HDD,No,AMD
HP,Notebook,15.6,6,Windows 10,1.95,Full HD,1920,1080,No,Yes,No,AMD,3.0,256,0,SSD,No,AMD
Dell,Notebook,15.6,4,Linux,1.93,Standard,1366,768,No,No,No,Intel,2.6,500,0,HDD,No,Intel
Dell,Notebook,17.3,16,Windows 10,2.8,Full HD,1920,1080,No,No,No,Intel,1.8,256,2048,SSD,HDD,AMD
Lenovo,Workstation,15.6,16,Windows 10,2.3,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,512,0,SSD,No,Nvidia
MSI,Gaming,17.3,16,Windows 10,2.9,Full HD,1920,1080,No,No,No,Intel,2.8,512,1024,SSD,HDD,Nvidia
HP,Notebook,13.3,16,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,1.8,512,0,SSD,No,Intel
Dell,Ultrabook,14.0,8,Windows 10,1.5,Standard,2560,1440,Yes,No,No,Intel,2.6,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,2.3,1024,0,Hybrid,No,AMD
HP,Notebook,15.6,8,Windows 10,1.84,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Intel
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,1024,0,HDD,No,Intel
Lenovo,Notebook,17.3,6,Windows 10,2.8,Standard,1600,900,No,No,No,Intel,2.7,128,1024,SSD,HDD,Nvidia
MSI,Gaming,17.3,8,Windows 10,2.6,Full HD,1920,1080,No,No,No,Intel,2.6,256,0,SSD,No,Nvidia
Acer,Netbook,11.6,4,Chrome OS,1.25,Standard,1366,768,No,Yes,No,Intel,1.6,32,0,Flash Storage,No,Intel
Dell,Notebook,14.0,8,Windows 10,1.36,Full HD,1920,1080,No,No,No,Intel,2.6,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.3,Standard,1366,768,Yes,No,No,Intel,2.4,1024,0,HDD,No,Intel
Asus,Gaming,17.3,8,Windows 10,3.0,Full HD,1920,1080,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Asus,Notebook,17.3,4,Windows 10,2.8,Standard,1600,900,No,No,No,Intel,1.6,1024,0,HDD,No,Nvidia
Lenovo,Notebook,15.6,12,Windows 10,2.2,Full HD,1920,1080,No,No,No,AMD,3.6,512,0,SSD,No,AMD
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,Standard,2256,1504,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
HP,Notebook,15.6,6,Windows 10,1.91,Full HD,1920,1080,No,Yes,No,AMD,2.5,128,0,SSD,No,AMD
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,512,0,SSD,No,Intel
Asus,Ultrabook,15.6,16,Windows 10,1.5,Full HD,1920,1080,No,No,No,Intel,1.8,256,1024,SSD,HDD,Nvidia
Acer,Notebook,15.6,6,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,3.0,1024,0,HDD,No,AMD
HP,Notebook,15.6,16,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,1.8,512,0,SSD,No,Intel
Dell,Workstation,15.6,16,Windows 10,2.8,4K Ultra HD,3840,2160,No,No,No,Intel,3.0,256,1024,SSD,HDD,Nvidia
Lenovo,Notebook,14.0,8,Windows 10,1.7,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
HP,Ultrabook,12.5,8,Windows 10,1.09,4K Ultra HD,3840,2160,Yes,No,No,Intel,1.2,240,0,SSD,No,Intel
Asus,Gaming,17.3,12,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.8,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,256,0,SSD,No,Intel
LG,Ultrabook,14.0,8,Windows 10,0.98,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,512,0,SSD,No,Intel
Acer,Notebook,14.0,4,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
Toshiba,Notebook,15.6,8,Windows 10,2.0,Standard,1366,768,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Asus,Gaming,17.3,8,Windows 10,3.0,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Lenovo,Notebook,14.0,8,Windows 10,1.8,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Dell,Ultrabook,15.6,8,Windows 10,1.88,Full HD,1920,1080,No,Yes,No,Intel,1.6,256,0,SSD,No,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,AMD
Dell,Notebook,15.6,8,Windows 10,2.16,Full HD,1920,1080,No,Yes,No,Intel,1.8,512,0,SSD,No,Nvidia
MSI,Gaming,15.6,16,Windows 10,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
HP,Notebook,13.3,4,Windows 10,1.49,Full HD,1920,1080,No,Yes,No,Intel,1.6,500,0,HDD,No,Intel
Toshiba,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Nvidia
HP,Notebook,15.6,6,Windows 10,2.19,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,AMD
Dell,Notebook,14.0,4,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,2.0,128,0,SSD,No,Intel
Asus,Gaming,15.6,8,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Dell,Notebook,15.6,4,Linux,2.2,Full HD,1920,1080,No,No,No,Intel,2.0,256,0,SSD,No,AMD
Dell,Notebook,15.6,8,Windows 10,1.9,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Asus,Ultrabook,13.3,8,Windows 10,1.45,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Acer,Notebook,15.6,4,Chrome OS,2.2,Full HD,1920,1080,No,Yes,No,Intel,1.5,16,0,Flash Storage,No,Intel
HP,Ultrabook,12.5,4,Windows 10,1.26,Full HD,1920,1080,No,No,No,Intel,2.3,500,0,HDD,No,Intel
HP,Ultrabook,12.5,4,Windows 10,1.26,Standard,1366,768,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.23,Quad HD+,3200,1800,Yes,No,No,Intel,1.6,256,0,SSD,No,Intel
Acer,Notebook,15.6,4,Windows 10,2.23,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Lenovo,Notebook,17.3,6,Windows 10,2.8,Standard,1600,900,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,128,0,SSD,No,Intel
Dell,Workstation,15.6,8,Windows 10,2.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Nvidia
Dell,Notebook,15.6,16,Linux,2.36,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,AMD
Lenovo,Notebook,13.3,4,Windows 10,1.44,Full HD,1920,1080,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Asus,Gaming,17.3,8,Windows 10,3.52,Full HD,1920,1080,No,No,No,Intel,2.6,128,1024,SSD,HDD,Nvidia
Lenovo,Notebook,15.6,4,No OS,2.2,Standard,1366,768,No,No,No,Intel,1.1,1024,0,HDD,No,Intel
Acer,Notebook,14.0,8,Windows 10,1.56,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
HP,Notebook,15.6,8,Windows 10,1.84,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Apple,Ultrabook,13.3,8,macOS,1.37,Standard,2560,1600,No,Yes,Yes,Intel,3.1,512,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,1.9,Full HD,1920,1080,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Lenovo,Notebook,14.0,4,Chrome OS,1.5,Standard,1366,768,No,No,No,Intel,1.6,16,0,Flash Storage,No,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.4,Full HD,1920,1080,No,Yes,No,Intel,1.8,256,0,SSD,No,AMD
Asus,Ultrabook,14.0,8,Windows 10,1.25,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Linux,2.25,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
Dell,Ultrabook,13.3,16,Windows 10,1.2,Quad HD+,3200,1800,Yes,No,No,Intel,1.8,512,0,SSD,No,Intel
HP,Notebook,15.6,4,Windows 10,2.07,Full HD,1920,1080,No,No,No,Intel,2.3,500,0,HDD,No,Intel
MSI,Gaming,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Dell,Notebook,14.0,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,1.1,1024,0,HDD,No,Intel
HP,Notebook,15.6,4,No OS,1.86,Standard,1366,768,No,No,No,Intel,2.0,500,0,HDD,No,Intel
Acer,Notebook,13.3,4,Windows 10,1.6,Standard,1366,768,No,No,No,Intel,2.3,128,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.02,Full HD,1920,1080,No,No,No,Intel,1.8,128,1024,SSD,HDD,Intel
Acer,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,3.0,1024,0,HDD,No,AMD
HP,Notebook,15.6,8,Windows 10,2.04,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,Intel
HP,Notebook,14.0,8,Windows 10,1.63,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,Intel
Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,Standard,2256,1504,Yes,No,No,Intel,2.2,128,0,SSD,No,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.17,Quad HD+,2560,1440,No,Yes,No,Intel,2.5,512,0,SSD,No,Intel
Asus,Notebook,15.6,4,Linux,2.1,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
HP,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.6,500,0,HDD,No,Intel
Lenovo,Notebook,15.6,4,No OS,1.9,Standard,1366,768,No,No,No,Intel,2.0,500,0,HDD,No,Intel
HP,Ultrabook,12.5,4,Windows 10,1.26,Full HD,1920,1080,No,No,No,Intel,2.5,500,0,HDD,No,Intel
MSI,Gaming,17.3,16,Windows 10,2.8,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Dell,Notebook,15.6,4,Windows 7,2.24,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,AMD
LG,Ultrabook,15.6,8,Windows 10,1.09,Full HD,1920,1080,No,Yes,No,Intel,1.8,512,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,Standard,2256,1504,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,No OS,2.2,Standard,1366,768,No,No,No,Intel,1.6,1024,0,HDD,No,Intel
Asus,Ultrabook,14.0,8,Windows 10,1.1,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Lenovo,Notebook,14.0,8,No OS,1.7,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Linux,2.25,Full HD,1920,1080,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,Flash Storage,No,Intel
Asus,Gaming,17.3,32,Windows 10,4.7,Full HD,1920,1080,No,No,No,Intel,2.9,512,1024,SSD,HDD,Nvidia
HP,Notebook,15.6,8,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,1.6,1024,0,HDD,No,Intel
Asus,Ultrabook,14.0,8,Windows 10,1.25,Full HD,1920,1080,No,No,No,Intel,1.8,256,0,SSD,No,Intel
Acer,Gaming,17.3,16,Windows 10,4.2,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Lenovo,Notebook,17.3,4,Windows 10,2.6,Standard,1600,900,No,No,No,AMD,2.2,128,0,SSD,No,AMD
Asus,Notebook,17.3,4,Windows 10,2.0,Full HD,1920,1080,No,No,No,Intel,2.0,1024,0,HDD,No,Nvidia
