Company,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company
Lenovo,Notebook,15.6,8,Windows 10,2.6,Full HD,1920,1080,No,Yes,No,Intel,2.3,128,1024,SSD,HDD,Nvidia
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,1024,0,HDD,No,Intel
Lenovo,Gaming,15.6,16,Windows 10,2.6,Full HD,1920,1080,Yes,Yes,No,Intel,2.6,128,1024,SSD,HDD,Nvidia
Acer,Ultrabook,14.0,8,Windows 10,1.6,Full HD,1920,1080,No,Yes,No,Intel,1.6,256,0,SSD,No,Intel
Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,Standard,2256,1504,Yes,No,No,Intel,2.5,512,0,SSD,No,Intel
HP,Netbook,12.5,8,Windows 10,0.97,Full HD,1920,1080,No,No,No,Intel,1.2,512,0,SSD,No,Intel
Samsung,Notebook,15.6,16,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,Standard,2560,1440,Yes,No,No,Intel,2.7,512,0,SSD,No,Intel
HP,Ultrabook,14.0,8,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.7,512,0,SSD,No,Intel
HP,Notebook,13.3,8,Windows 10,1.11,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Lenovo,Notebook,17.3,6,Windows 10,2.8,Standard,1600,900,No,No,No,Intel,2.7,128,1024,SSD,HDD,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.23,Full HD,1920,1080,No,No,No,Intel,2.0,1024,0,HDD,No,Nvidia
Lenovo,Notebook,15.6,4,No OS,2.1,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
HP,Notebook,15.6,4,Windows 10,1.86,Standard,1366,768,No,No,No,AMD,2.5,256,0,SSD,No,AMD
HP,Notebook,15.6,8,Windows 10,1.91,Standard,1366,768,No,No,No,Intel,2.5,256,0,SSD,No,AMD
Lenovo,Notebook,15.6,4,Windows 7,2.32,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,Hybrid,No,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.87,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Nvidia
MSI,Gaming,18.4,32,Windows 10,4.4,Full HD,1920,1080,No,No,No,Intel,2.9,512,1024,SSD,HDD,Nvidia
Lenovo,Netbook,12.5,16,Windows 10,1.3,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,512,0,SSD,No,Intel
MSI,Gaming,14.0,16,Windows 10,1.6,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,1.1,500,0,HDD,No,Intel
Asus,Notebook,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Nvidia
Apple,Ultrabook,13.3,8,macOS,1.34,Standard,1440,900,No,No,No,Intel,1.8,256,0,Flash Storage,No,Intel
HP,Notebook,15.6,4,Windows 7,1.88,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,Full HD,1920,1080,No,No,No,Intel,1.2,64,0,Flash Storage,No,Intel
Dell,Gaming,15.6,8,Windows 10,2.65,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
Dell,Notebook,15.6,32,Windows 10,2.06,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,1024,0,SSD,No,Nvidia
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,AMD
Dell,Ultrabook,14.0,8,Windows 10,1.36,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
MSI,Gaming,17.3,16,Windows 10,4.14,Full HD,1920,1080,No,No,No,Intel,2.8,512,1024,SSD,HDD,Nvidia
Toshiba,Notebook,14.0,4,Windows 10,1.75,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
Acer,Notebook,15.6,4,Windows 10,2.23,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
Lenovo,Notebook,13.3,4,Windows 10,1.44,Full HD,1920,1080,No,Yes,No,Intel,2.4,180,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,1.9,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,AMD
MSI,Gaming,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Lenovo,Notebook,14.0,8,Windows 7,2.02,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,15.6,4,Windows 10,1.8,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,256,0,SSD,No,Intel
HP,Workstation,15.6,16,Windows 10,2.6,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Asus,Ultrabook,13.3,8,Windows 10,1.45,Full HD,1920,1080,No,Yes,No,Intel,2.3,512,0,SSD,No,Nvidia
MSI,Gaming,17.3,16,Windows 10,2.43,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,1024,SSD,HDD,Nvidia
Lenovo,Notebook,17.3,8,Windows 10,2.8,Standard,1600,900,No,No,No,AMD,2.5,1024,0,HDD,No,AMD
Toshiba,Notebook,15.6,8,Windows 10,2.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,500,0,HDD,No,Intel
Dell,Notebook,15.6,16,Windows 10,2.3,Full HD,1920,1080,Yes,No,No,Intel,2.7,1024,0,HDD,No,AMD
Asus,Notebook,17.3,8,Windows 10,2.69,Full HD,1920,1080,No,No,No,Intel,2.5,256,500,SSD,HDD,Nvidia
MSI,Gaming,17.3,8,Windows 10,2.9,Full HD,1920,1080,No,No,No,Intel,2.6,128,1024,SSD,HDD,Nvidia
HP,Notebook,15.6,4,No OS,2.1,Full HD,1920,1080,No,No,No,Intel,2.0,500,0,HDD,No,Intel
HP,Notebook,17.3,8,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,1.6,128,1024,SSD,HDD,Nvidia
MSI,Gaming,17.3,16,Windows 10,2.9,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
HP,Notebook,13.3,8,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Intel
Asus,Notebook,14.0,4,Windows 10,1.63,Standard,1366,768,No,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
MSI,Gaming,15.6,8,Windows 10,2.4,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Nvidia
HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,Standard,1366,768,Yes,No,No,Intel,2.5,500,0,HDD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.0,500,0,HDD,No,Intel
Acer,Gaming,17.3,16,Windows 10,4.2,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,Yes,No,Intel,1.6,1024,0,HDD,No,Nvidia
HP,Ultrabook,13.3,8,Windows 10,1.11,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Lenovo,Netbook,11.6,4,Chrome OS,1.25,Standard,1366,768,No,No,No,Intel,1.6,16,0,SSD,No,Intel
HP,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,Yes,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Dell,Ultrabook,15.6,16,Windows 10,1.88,Full HD,1920,1080,No,No,No,Intel,1.9,512,256,SSD,SSD,Intel
Lenovo,Notebook,13.3,4,Windows 10,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.4,128,0,SSD,No,Intel
Apple,Ultrabook,13.3,8,macOS,1.37,Standard,2560,1600,No,Yes,Yes,Intel,2.3,128,0,SSD,No,Intel
HP,Notebook,15.6,4,Windows 10,1.86,Standard,1366,768,No,No,No,Intel,2.0,500,0,HDD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.36,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,AMD
Dell,Notebook,14.0,8,Windows 10,1.79,Standard,1366,768,No,No,No,Intel,2.3,128,0,SSD,No,Intel
Dell,Ultrabook,12.5,8,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Intel
Dell,Workstation,15.6,8,Windows 10,2.23,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,HDD,No,Nvidia
HP,Ultrabook,14.0,8,Windows 10,1.54,Full HD,1920,1080,No,No,No,Intel,2.5,512,0,SSD,No,Intel
Acer,Netbook,11.6,4,Windows 10,1.4,Standard,1366,768,No,No,No,Intel,1.6,32,0,Flash Storage,No,Intel
Lenovo,Notebook,15.6,4,No OS,2.2,Standard,1366,768,No,No,No,AMD,2.9,500,0,HDD,No,AMD
HP,Notebook,15.6,8,Windows 10,1.91,Standard,1366,768,No,No,No,Intel,2.5,128,0,SSD,No,Intel
HP,Notebook,15.6,4,No OS,1.86,Standard,1366,768,No,No,No,Intel,1.6,500,0,HDD,No,Intel
Dell,Notebook,15.6,8,Windows 10,1.9,Full HD,1920,1080,No,No,No,Intel,2.6,256,0,SSD,No,Intel
Dell,Gaming,17.3,16,Windows 10,4.42,Full HD,1920,1080,No,Yes,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Asus,Gaming,15.6,8,Windows 10,2.45,Full HD,1920,1080,No,No,No,AMD,3.0,1024,0,HDD,No,AMD
MSI,Gaming,17.3,16,Windows 10,2.7,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.23,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,Intel
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.55,Full HD,1920,1080,Yes,No,No,Intel,1.6,1024,0,HDD,No,Intel
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Asus,Gaming,17.3,16,Windows 10,4.3,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Asus,Gaming,17.3,12,Linux,3.0,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,HDD,No,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
Asus,Notebook,14.0,4,Windows 10,1.3,Standard,1366,768,No,No,No,Intel,2.4,128,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,AMD
Acer,Notebook,15.6,6,Windows 10,2.23,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,Intel
Dell,Notebook,14.0,4,Windows 10,1.6,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Intel
HP,Notebook,14.0,4,Windows 10,1.95,Full HD,1920,1080,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.3,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
HP,Notebook,14.0,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Lenovo,Notebook,15.6,8,No OS,2.2,Standard,1366,768,No,No,No,Intel,2.0,256,0,SSD,No,Nvidia
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,Standard,1366,768,No,Yes,No,Intel,2.3,180,0,SSD,No,Intel
Dell,2 in 1 Convertible,15.6,16,Windows 10,2.09,Full HD,1920,1080,Yes,No,No,Intel,2.7,512,0,SSD,No,Intel
Asus,Notebook,15.6,4,Linux,2.0,Standard,1366,768,No,No,No,Intel,1.1,1024,0,HDD,No,Intel
Chuwi,Notebook,12.3,6,Windows 10,1.4,Standard,2736,1824,No,Yes,Yes,Intel,1.1,64,0,Flash Storage,No,Intel
Acer,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.1,1024,0,HDD,No,Intel
Dell,Ultrabook,15.6,8,Windows 10,1.88,Full HD,1920,1080,No,No,No,Intel,1.9,256,256,SSD,SSD,Intel
HP,Notebook,15.6,4,Windows 10,2.04,Standard,1366,768,Yes,No,No,Intel,1.6,1024,0,HDD,No,Intel
Lenovo,Notebook,17.3,8,No OS,2.8,Standard,1600,900,No,No,No,Intel,1.6,256,0,SSD,No,Nvidia
Asus,Notebook,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,1.6,500,0,HDD,No,Intel
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.3,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,256,0,SSD,No,Intel
HP,Notebook,13.3,4,Windows 10,1.49,Full HD,1920,1080,No,Yes,No,Intel,1.6,500,0,HDD,No,Intel
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.2,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,Intel
Toshiba,Notebook,15.6,4,Windows 10,2.0,Standard,1366,768,No,No,No,Intel,2.4,500,0,HDD,No,Intel
HP,Notebook,15.6,8,Windows 10,2.04,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
HP,Notebook,15.6,4,Windows 10,2.04,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Intel
HP,Notebook,15.6,4,Windows 10,2.04,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,Full HD,1920,1080,Yes,No,No,Intel,2.7,512,0,SSD,No,Intel
MSI,Gaming,17.3,8,Windows 10,2.7,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Asus,Gaming,17.3,64,Windows 10,3.58,Full HD,1920,1080,No,Yes,No,Intel,2.7,1024,0,SSD,No,Nvidia
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,0,SSD,No,Intel
Dell,Notebook,15.6,16,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,1.8,256,2048,SSD,HDD,AMD
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,256,0,SSD,No,Intel
Huawei,Ultrabook,13.0,8,Windows 10,1.05,Full HD,2160,1440,No,Yes,No,Intel,2.7,512,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.13,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,AMD
Acer,Ultrabook,14.0,8,Windows 10,1.6,Full HD,1920,1080,No,Yes,No,Intel,1.8,256,0,SSD,No,Intel
Samsung,Ultrabook,15.0,16,Windows 10,1.23,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Nvidia
Toshiba,Notebook,14.0,4,Windows 10,1.75,Standard,1366,768,No,No,No,Intel,2.1,128,0,SSD,No,Intel
HP,Notebook,14.0,8,Windows 7,1.43,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Dell,Notebook,17.3,16,Windows 10,2.77,Full HD,1920,1080,Yes,No,No,Intel,1.8,512,0,SSD,No,Nvidia
Dell,Gaming,15.6,16,Windows 10,2.65,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
HP,Workstation,17.3,8,Windows 10,3.14,Full HD,1920,1080,No,No,No,Intel,2.8,500,0,HDD,No,Nvidia
MSI,Gaming,15.6,16,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Toshiba,Notebook,14.0,8,Windows 10,1.95,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,1.1,500,0,HDD,No,Intel
Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,Full HD,1920,1080,Yes,No,No,Intel,2.4,1024,0,HDD,No,Intel
HP,Notebook,15.6,4,Windows 7,2.31,Full HD,1920,1080,No,No,No,Intel,2.3,500,0,HDD,No,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.29,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,256,0,SSD,No,Intel
Chuwi,Notebook,15.6,4,Windows 10,1.89,Full HD,1920,1080,No,No,No,Intel,1.44,64,0,Flash Storage,No,Intel
HP,Gaming,17.3,12,Windows 10,3.78,Full HD,1920,1080,No,Yes,No,Intel,2.8,1024,0,HDD,No,Nvidia
HP,Ultrabook,15.6,8,Windows 10,1.91,Full HD,1920,1080,No,No,No,Intel,1.8,256,0,SSD,No,Intel
HP,Notebook,15.6,4,No OS,1.86,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
Dell,Notebook,17.3,4,Windows 10,2.36,Standard,1600,900,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
MSI,Gaming,17.3,16,Windows 10,3.78,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Dell,Notebook,17.3,8,Windows 10,2.8,Full HD,1920,1080,No,No,No,Intel,1.6,128,1024,SSD,HDD,AMD
HP,Workstation,15.6,8,Windows 10,2.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,8,0,SSD,No,Nvidia
Vero,Notebook,13.3,4,Windows 10,1.35,Full HD,1920,1080,No,No,No,Intel,1.44,32,0,Flash Storage,No,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.19,Standard,1366,768,No,No,No,AMD,2.0,500,0,HDD,No,AMD
Dell,Notebook,15.6,8,Windows 10,2.36,Full HD,1920,1080,No,No,No,Intel,1.8,128,1024,SSD,HDD,AMD
Dell,Notebook,15.6,8,Windows 10,2.24,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,AMD
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,Quad HD+,3200,1800,Yes,No,No,Intel,1.2,256,0,SSD,No,Intel
Lenovo,Gaming,15.6,16,Windows 10,3.2,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
HP,Gaming,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,Yes,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
HP,Ultrabook,15.6,4,Windows 10,1.91,Full HD,1920,1080,No,No,No,AMD,3.0,256,0,SSD,No,AMD
MSI,Gaming,17.3,16,Windows 10,2.7,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.0,128,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,No OS,2.2,Full HD,1920,1080,No,No,No,Intel,2.4,1024,0,HDD,No,Nvidia
Razer,Ultrabook,12.5,8,Windows 10,1.25,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 7,2.24,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
HP,Ultrabook,15.6,8,Windows 10,1.84,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,AMD
Dell,Notebook,15.6,16,Windows 10,2.3,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,AMD
Lenovo,Notebook,15.6,8,Windows 10,2.29,Standard,1366,768,No,No,No,Intel,2.3,1024,0,HDD,No,Intel
Dell,Ultrabook,14.0,8,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Linux,2.14,Full HD,1920,1080,No,No,No,Intel,1.8,256,0,SSD,No,AMD
Asus,Gaming,17.3,16,Windows 10,4.3,Full HD,1920,1080,No,Yes,No,Intel,2.6,512,1024,SSD,HDD,Nvidia
Lenovo,Notebook,17.3,4,Windows 10,2.8,Standard,1600,900,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
Toshiba,Notebook,13.3,8,Windows 7,1.2,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Toshiba,Notebook,13.3,8,Windows 10,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.33,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,AMD
HP,Ultrabook,14.0,8,Windows 7,1.43,Full HD,1920,1080,No,No,No,Intel,2.6,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,1.85,Full HD,1920,1080,No,No,No,Intel,2.7,1024,0,HDD,No,Intel
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Asus,Gaming,17.3,16,Windows 10,2.73,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.4,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
HP,Notebook,15.6,4,Windows 10,1.91,Full HD,1920,1080,No,No,No,AMD,2.5,256,0,SSD,No,AMD
Lenovo,Notebook,15.6,4,No OS,2.15,Full HD,1920,1080,No,No,No,Intel,2.3,1024,0,HDD,No,Intel
Acer,Gaming,15.6,8,Windows 10,2.7,Full HD,1920,1080,No,Yes,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
HP,Notebook,17.3,6,Windows 10,2.65,Full HD,1920,1080,No,Yes,No,AMD,2.4,2048,0,HDD,No,AMD
