Company,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company
HP,Workstation,15.6,8,Windows 10,2.6,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Dell,2 in 1 Convertible,15.0,4,Windows 10,2.08,Full HD,1920,1080,Yes,No,No,Intel,2.4,500,0,HDD,No,Intel
Lenovo,Gaming,15.6,8,No OS,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,0,SSD,No,Nvidia
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,512,0,SSD,No,Intel
Asus,Notebook,14.1,4,Windows 10,1.65,Standard,1366,768,No,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
MSI,Gaming,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,Standard,2560,1440,No,Yes,No,Intel,2.7,1024,0,SSD,No,Intel
HP,Notebook,14.0,4,Windows 10,2.31,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Intel
MSI,Gaming,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.6,128,1024,SSD,HDD,Nvidia
HP,Notebook,14.0,8,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.22,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,128,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,512,0,SSD,No,Intel
Lenovo,Notebook,14.0,4,Windows 10,1.44,Standard,1366,768,No,No,No,Intel,1.1,64,0,Flash Storage,No,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,Flash Storage,No,Intel
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,Full HD,1920,1080,Yes,No,No,Intel,1.3,256,0,SSD,No,Intel
Lenovo,Notebook,13.3,8,Windows 10,1.44,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,14.0,4,Windows 10,1.76,Standard,1366,768,No,No,No,Intel,2.0,500,0,HDD,No,Intel
HP,Ultrabook,15.6,8,Windows 7,1.88,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Ultrabook,14.0,8,Windows 10,1.36,Full HD,1920,1080,No,No,No,Intel,2.8,512,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,AMD
HP,Netbook,11.6,4,Chrome OS,1.23,Standard,1366,768,No,No,No,Intel,1.6,16,0,Flash Storage,No,Intel
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,Standard,1366,768,No,No,No,Intel,2.3,256,0,SSD,No,Intel
HP,Notebook,15.6,4,Windows 10,1.86,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,Intel
Dell,Gaming,15.6,16,Windows 10,4.42,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
HP,Workstation,17.3,8,Windows 7,3.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,0,SSD,No,Nvidia
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
HP,Notebook,15.6,4,Windows 10,1.86,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.3,Standard,1366,768,No,No,No,Intel,2.4,1024,0,HDD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,1.8,128,2048,SSD,HDD,AMD
HP,Gaming,17.3,12,Windows 10,3.74,Full HD,1920,1080,No,Yes,No,Intel,2.8,1024,0,HDD,No,AMD
Dell,Gaming,15.6,8,Windows 10,2.62,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,HDD,No,Nvidia
HP,Notebook,14.0,4,Windows 7,1.54,Full HD,1920,1080,No,No,No,Intel,2.3,500,0,HDD,No,Intel
Dell,2 in 1 Convertible,13.3,12,Windows 10,1.6,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Lenovo,Ultrabook,14.0,16,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,2.7,512,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 7,2.32,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,Hybrid,No,AMD
Asus,Ultrabook,12.5,16,Windows 10,0.91,Full HD,1920,1080,No,No,No,Intel,2.7,512,0,SSD,No,Intel
HP,Ultrabook,14.0,4,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.3,500,0,HDD,No,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.96,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,0,SSD,No,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.23,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Intel
Asus,Ultrabook,15.6,8,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Lenovo,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,1024,0,HDD,No,Nvidia
Acer,Notebook,15.6,4,Linux,2.1,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
Dell,Gaming,15.6,16,Windows 10,3.49,Full HD,1920,1080,No,No,No,Intel,2.9,256,1024,SSD,HDD,Nvidia
Asus,Gaming,15.6,16,Windows 10,2.34,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,1024,SSD,HDD,Nvidia
Dell,Notebook,14.0,8,Windows 10,1.6,Full HD,1920,1080,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Lenovo,Notebook,14.0,4,Windows 10,2.02,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.29,Standard,1366,768,No,No,No,Intel,2.0,500,0,HDD,No,Intel
Lenovo,Notebook,13.3,8,Windows 10,1.44,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,512,0,SSD,No,Intel
Apple,Ultrabook,15.4,16,macOS,1.83,Standard,2880,1800,No,Yes,Yes,Intel,2.9,512,0,SSD,No,AMD
Asus,Notebook,14.0,4,Windows 10 S,1.65,Standard,1366,768,No,No,No,AMD,1.5,64,0,SSD,No,AMD
Asus,Notebook,14.0,8,Windows 10,2.0,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.41,Full HD,1920,1080,No,No,No,Intel,1.6,256,0,SSD,No,Intel
Lenovo,Gaming,17.3,16,Windows 10,4.6,Full HD,1920,1080,No,Yes,No,Intel,2.6,128,1024,SSD,HDD,Nvidia
Lenovo,Notebook,15.6,6,Windows 10,2.2,Full HD,1920,1080,No,No,No,AMD,3.6,256,0,SSD,No,AMD
HP,Notebook,15.6,8,Windows 10,2.31,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Dell,2 in 1 Convertible,15.6,12,Windows 10,2.19,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,512,0,SSD,No,Intel
HP,Notebook,15.6,4,Windows 10,1.86,Standard,1366,768,No,No,No,AMD,2.5,500,0,HDD,No,AMD
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,Standard,2560,1440,Yes,No,No,Intel,2.7,1024,0,SSD,No,Intel
HP,2 in 1 Convertible,13.3,8,Windows 10,1.26,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,No OS,1.9,Standard,1366,768,No,No,No,Intel,1.1,128,0,SSD,No,Intel
Asus,Gaming,15.6,16,Windows 10,2.5,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Dell,Gaming,15.6,8,Windows 10,2.65,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,Hybrid,No,Nvidia
Toshiba,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,16,Linux,2.02,Full HD,1920,1080,No,No,No,Intel,1.8,256,2048,SSD,HDD,AMD
Asus,Gaming,17.3,16,Windows 10,2.9,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Lenovo,Notebook,15.6,8,Windows 10,2.17,Full HD,1920,1080,No,No,No,Intel,1.8,256,0,SSD,No,Intel
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,Standard,1366,768,Yes,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
Dell,Ultrabook,12.5,4,Windows 7,1.5,Standard,1366,768,No,No,No,Intel,2.3,128,0,SSD,No,Intel
Acer,Notebook,15.6,4,Linux,2.1,Standard,1366,768,No,No,No,Intel,2.7,1024,0,HDD,No,Intel
Lenovo,Workstation,15.6,16,Windows 10,2.5,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,1024,0,SSD,No,Nvidia
Lenovo,Notebook,15.6,4,No OS,1.9,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
HP,Notebook,15.6,4,Windows 10,2.31,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
Asus,Gaming,15.6,24,Windows 10,2.24,Full HD,1920,1080,No,No,No,Intel,2.8,512,0,SSD,No,Nvidia
Asus,Gaming,17.3,16,Windows 10,3.25,Full HD,1920,1080,No,Yes,No,AMD,3.0,256,1024,SSD,HDD,AMD
Apple,Ultrabook,13.3,8,macOS,1.37,Standard,2560,1600,No,Yes,Yes,Intel,2.0,256,0,SSD,No,Intel
Dell,Workstation,15.6,8,Windows 10,1.78,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,Full HD,1920,1080,Yes,No,No,Intel,1.6,256,0,SSD,No,Intel
HP,Ultrabook,13.3,8,Windows 10,1.16,Full HD,1920,1080,No,No,No,Intel,2.5,512,0,SSD,No,Intel
HP,Notebook,17.3,6,Windows 10,2.71,Full HD,1920,1080,No,Yes,No,Intel,2.5,2048,0,HDD,No,AMD
Dell,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,AMD
Acer,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,500,0,HDD,No,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.3,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,AMD
Vero,Notebook,14.0,4,Windows 10,1.3,Full HD,1920,1080,No,Yes,No,Intel,1.1,32,0,Flash Storage,No,Intel
Lenovo,Notebook,14.0,4,Windows 10,1.87,Full HD,1920,1080,No,No,No,Intel,2.5,500,0,HDD,No,Intel
Asus,Netbook,11.6,2,Windows 10,1.1,Standard,1366,768,No,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
Lenovo,Gaming,15.6,8,Windows 10,3.31,Full HD,1920,1080,No,Yes,No,Intel,2.6,128,1024,SSD,HDD,Nvidia
HP,Notebook,15.6,8,Windows 10,1.84,Full HD,1920,1080,No,No,No,Intel,2.4,256,500,SSD,HDD,Intel
HP,Notebook,14.0,8,Windows 10,1.43,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Apple,Ultrabook,12.0,8,Mac OS X,0.92,Standard,2304,1440,No,Yes,Yes,Intel,1.1,256,0,Flash Storage,No,Intel
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,Standard,1366,768,Yes,Yes,No,Intel,1.6,32,0,Flash Storage,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.3,Standard,1366,768,No,No,No,Intel,2.0,128,0,SSD,No,AMD
Lenovo,Notebook,15.6,6,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,1.95,Standard,1366,768,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Acer,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Nvidia
Apple,Ultrabook,13.3,8,Mac OS X,1.35,Standard,1440,900,No,No,No,Intel,1.6,128,0,Flash Storage,No,Intel
Google,Ultrabook,12.3,16,Chrome OS,1.1,Standard,2400,1600,Yes,No,No,Intel,1.3,512,0,SSD,No,Intel
Lenovo,Notebook,13.3,16,Windows 10,1.4,Full HD,1920,1080,No,Yes,No,Intel,2.7,512,0,SSD,No,Intel
HP,Notebook,15.6,8,Windows 10,1.9,Full HD,1920,1080,No,No,No,Intel,2.7,1024,0,HDD,No,AMD
Dell,Notebook,17.3,8,Windows 10,2.8,Full HD,1920,1080,No,Yes,No,Intel,1.6,128,1024,SSD,HDD,AMD
HP,Workstation,17.3,16,Windows 7,3.0,Full HD,1920,1080,No,Yes,No,Intel,2.9,256,0,SSD,No,Nvidia
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,Quad HD+,2560,1440,No,Yes,No,Intel,2.6,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Linux,2.2,Standard,1366,768,No,No,No,Intel,1.6,500,0,HDD,No,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.9,Full HD,1920,1080,No,Yes,No,Intel,2.3,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
Dell,Notebook,15.6,16,Windows 10,2.06,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,1024,0,SSD,No,Nvidia
Toshiba,Ultrabook,13.3,16,Windows 10,1.05,Full HD,1920,1080,No,No,No,Intel,2.7,512,0,SSD,No,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.29,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Intel
MSI,Gaming,17.3,16,Windows 10,2.7,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
HP,Workstation,15.6,8,Windows 10,3.14,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Asus,Notebook,15.6,4,Windows 10,2.03,Standard,1366,768,No,No,No,AMD,3.0,1024,0,HDD,No,AMD
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,Full HD,1920,1080,Yes,No,No,Intel,1.2,256,0,SSD,No,Intel
Toshiba,Ultrabook,14.0,4,Windows 10,1.25,Standard,1366,768,No,No,No,Intel,2.5,128,0,SSD,No,Intel
HP,Ultrabook,13.3,16,Windows 10,1.3,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,512,0,SSD,No,Intel
Xiaomi,Ultrabook,13.3,8,Windows 10,1.28,Full HD,1920,1080,No,Yes,No,Intel,2.3,256,0,SSD,No,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,1.9,Standard,1366,768,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Dell,Gaming,15.6,8,Windows 10,2.62,4K Ultra HD,3840,2160,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Lenovo,Gaming,15.6,8,No OS,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.06,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
HP,Ultrabook,13.3,8,Windows 10,1.38,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Nvidia
HP,Gaming,17.3,16,Windows 10,3.78,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Lenovo,Gaming,15.6,8,No OS,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
HP,Notebook,13.3,8,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,1.8,512,0,SSD,No,Intel
Dell,Gaming,15.6,8,Windows 10,2.62,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,Hybrid,No,Nvidia
Acer,Notebook,15.6,8,Linux,2.5,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.21,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,256,0,SSD,No,Intel
HP,Notebook,15.6,8,Windows 10,1.91,Standard,1366,768,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Asus,Ultrabook,14.0,16,Windows 10,1.3,Full HD,1920,1080,No,No,No,Intel,1.8,512,0,SSD,No,Nvidia
HP,Notebook,13.3,4,Windows 10,1.49,Standard,1366,768,No,No,No,Intel,2.4,500,0,HDD,No,Intel
HP,Notebook,15.6,8,Windows 10,2.04,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Intel
HP,Workstation,15.6,8,Windows 10,2.31,Full HD,1920,1080,No,Yes,No,Intel,2.9,512,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,512,0,SSD,No,Intel
Dell,Gaming,15.6,8,Linux,2.62,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,HDD,No,Nvidia
Dell,Ultrabook,13.3,8,Windows 10,1.23,Full HD,1920,1080,No,No,No,Intel,2.4,256,0,SSD,No,Intel
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
Asus,Gaming,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.6,1024,0,HDD,No,Nvidia
Fujitsu,Notebook,15.6,8,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Lenovo,Gaming,15.6,16,Windows 10,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,2048,SSD,HDD,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.36,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,AMD
HP,Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,Yes,No,Intel,1.6,500,0,HDD,No,Intel
Dell,Gaming,15.6,16,Windows 10,2.56,Full HD,1920,1080,No,No,No,Intel,2.8,512,0,SSD,No,Nvidia
Google,Ultrabook,12.3,8,Chrome OS,1.1,Standard,2400,1600,Yes,No,No,Intel,1.2,128,0,SSD,No,Intel
Lenovo,Gaming,15.6,8,Windows 10,2.5,Full HD,1920,1080,No,Yes,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Acer,Notebook,15.6,4,Linux,2.4,Standard,1366,768,No,No,No,Intel,1.6,500,0,HDD,No,Intel
Lenovo,Notebook,15.6,8,No OS,2.2,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.0,128,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,Intel
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,Full HD,1920,1080,No,Yes,No,Intel,2.7,512,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.27,Standard,2560,1440,Yes,Yes,No,Intel,2.5,256,0,SSD,No,Intel
HP,Ultrabook,12.5,8,Windows 10,0.97,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.2,512,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.1,Full HD,1920,1080,No,Yes,No,Intel,1.6,256,1024,SSD,HDD,AMD
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,4,No OS,1.9,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
Dell,Gaming,17.3,32,Windows 10,4.42,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,512,1024,SSD,HDD,Nvidia
Lenovo,Notebook,14.0,8,No OS,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.7,512,0,SSD,No,AMD
Dell,Notebook,15.6,16,Windows 10,2.06,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,512,0,SSD,No,Nvidia
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.8,256,0,SSD,No,Intel
Toshiba,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
HP,Notebook,15.6,8,Windows 10,1.84,Full HD,1920,1080,No,No,No,Intel,2.4,256,0,SSD,No,Intel
Toshiba,Notebook,13.3,4,Windows 7,1.2,Full HD,1920,1080,No,No,No,Intel,2.3,128,0,SSD,No,Intel
HP,Notebook,13.3,8,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,1.6,512,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,Yes,No,Intel,2.5,1024,0,HDD,No,Nvidia
Lenovo,Notebook,17.3,8,No OS,2.8,Full HD,1920,1080,No,No,No,Intel,1.8,2048,0,HDD,No,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Lenovo,Ultrabook,14.0,12,Windows 7,1.4,Full HD,1920,1080,No,No,No,Intel,2.6,512,0,SSD,No,Intel
